user_id,signup_date,device,region,marketing_source,subscription_type,subscription_join_date,is_new_user_flag,anomaly_flag
3189,2022-06-27,Android,Seoul,Referral,Free,,0,0
3190,2023-09-20,iOS,Gyeonggi,Organic,Free,,0,0
3191,2024-09-08,iOS,Other,Organic,Free,,0,0
3192,2022-06-28,Web,Other,Referral,Premium,2022-08-24,0,0
3193,2023-09-24,Web,Gyeonggi,Paid,Plus,2024-01-06,0,0
3194,2023-03-16,iOS,Other,Organic,Premium,2023-04-22,0,0
3195,2023-10-04,Android,Gyeonggi,Referral,Free,,0,0
3196,2024-09-24,iOS,Other,Organic,Free,,0,0
3197,2022-09-10,Android,Gyeonggi,Paid,Plus,2022-12-25,0,0
3198,2024-02-09,Web,Seoul,Organic,Free,,0,0
3199,2024-03-26,iOS,Other,Organic,Free,,0,0
3200,2024-12-26,iOS,Gyeonggi,Paid,Free,,1,0
3201,2023-04-11,Web,Gyeonggi,Organic,Free,,0,0
3202,2022-03-23,iOS,Other,Organic,Premium,2022-05-09,0,0
3203,2024-11-10,Android,Gyeonggi,Organic,Free,,0,0
3204,2023-08-31,iOS,Gyeonggi,Organic,Free,,0,0
3205,2023-03-22,Android,Seoul,Organic,Free,,0,0
3206,2024-06-19,iOS,Other,Referral,Free,,0,0
3207,2024-01-01,Android,Other,Referral,Free,,0,0
3208,2024-05-07,Web,Gyeonggi,Organic,Free,,0,0
3209,2023-09-19,Web,Seoul,Paid,Free,,0,0
3210,2022-04-13,iOS,Seoul,Paid,Free,,0,0
3211,2023-11-26,iOS,Gyeonggi,Organic,Free,,0,0
3212,2022-09-11,Android,Other,Organic,Free,,0,0
3213,2024-11-22,iOS,Other,Organic,Free,,0,0
3214,2024-05-13,Android,Seoul,Paid,Free,,0,0
3215,2023-11-26,Android,Gyeonggi,Organic,Free,,0,0
3216,2022-08-11,Android,Other,Organic,Premium,2022-09-17,0,0
3217,2024-10-20,Web,Other,Organic,Plus,2024-12-23,0,0
3218,2024-08-08,iOS,Other,Organic,Free,,0,0
3219,2024-06-03,iOS,Seoul,Organic,Free,,0,0
3220,2023-12-05,Web,Gyeonggi,Paid,Free,,0,0
3221,2024-12-11,Android,Other,Organic,Premium,2025-01-01,1,1
3222,2024-09-19,Android,Seoul,Paid,Free,,0,0
3223,2023-10-28,iOS,Seoul,Referral,Plus,2024-03-24,0,0
3224,2024-05-26,Android,Seoul,Organic,Premium,2024-07-12,0,0
3225,2022-10-27,Android,Gyeonggi,Paid,Free,,0,0
3226,2022-07-28,iOS,Gyeonggi,Organic,Plus,2023-01-22,0,0
3227,2024-05-11,iOS,Other,Organic,Plus,2024-10-20,0,0
3228,2023-10-16,iOS,Gyeonggi,Paid,Free,,0,0
3229,2024-12-27,Web,Seoul,Paid,Free,,1,0
3230,2024-09-20,iOS,Other,Paid,Free,,0,0
3231,2022-03-19,Web,Gyeonggi,Organic,Free,,0,0
3232,2022-11-19,Android,Seoul,Organic,Free,,0,0
3233,2023-08-11,Android,Gyeonggi,Organic,Plus,2023-10-20,0,0
3234,2024-03-10,iOS,Gyeonggi,Organic,Free,,0,0
3235,2023-12-23,iOS,Other,Organic,Free,,0,0
3236,2022-12-25,iOS,Gyeonggi,Referral,Plus,2023-05-04,0,0
3237,2022-09-05,iOS,Other,Referral,Free,,0,0
3238,2022-10-04,iOS,Gyeonggi,Organic,Plus,2022-12-26,0,0
3239,2024-08-03,iOS,Other,Organic,Plus,2024-11-16,0,0
3240,2024-03-30,Android,Other,Organic,Free,,0,0
3241,2023-07-04,iOS,Gyeonggi,Organic,Free,,0,0
3242,2024-03-06,Android,Other,Organic,Free,,0,0
3243,2023-11-08,iOS,Seoul,Referral,Plus,2024-04-15,0,0
3244,2024-10-15,iOS,Other,Paid,Free,,0,0
3245,2022-10-12,Android,Gyeonggi,Organic,Plus,2023-01-16,0,0
3246,2022-09-07,Android,Seoul,Referral,Premium,2022-11-16,0,0
3247,2023-07-03,iOS,Other,Organic,Plus,2023-08-20,0,0
3248,2024-09-11,Web,Gyeonggi,Organic,Free,,0,0
3249,2022-06-02,Android,Other,Referral,Plus,2022-07-19,0,0
3250,2024-06-19,Android,Other,Organic,Free,,0,0
3251,2024-09-09,iOS,Gyeonggi,Organic,Free,,0,0
3252,2024-10-29,iOS,Other,Organic,Free,,0,0
3253,2024-05-08,iOS,Other,Organic,Plus,2024-06-11,0,0
3254,2023-07-30,iOS,Gyeonggi,Organic,Free,,0,0
3255,2024-05-14,iOS,Other,Organic,Premium,2024-06-17,0,0
3256,2024-12-21,Android,Gyeonggi,Paid,Free,,1,0
3257,2023-01-16,Android,Gyeonggi,Organic,Free,,0,0
3258,2022-04-22,Web,Seoul,Paid,Premium,2022-07-07,0,0
3259,2024-11-10,iOS,Other,Organic,Free,,0,0
3260,2024-01-08,iOS,Seoul,Paid,Free,,0,0
3261,2024-09-06,iOS,Seoul,Referral,Free,,0,0
3262,2024-07-06,Web,Seoul,Organic,Free,,0,0
3263,2024-05-12,Android,Gyeonggi,Organic,Plus,2024-10-09,0,0
3264,2023-04-23,iOS,Seoul,Paid,Free,,0,0
3265,2022-03-22,iOS,Other,Organic,Plus,2022-06-28,0,0
3266,2023-04-10,Web,Gyeonggi,Organic,Free,,0,0
3267,2023-03-31,Android,Other,Referral,Plus,2023-06-23,0,0
3268,2024-05-16,iOS,Seoul,Paid,Free,,0,0
3269,2022-11-14,iOS,Seoul,Referral,Plus,2023-02-23,0,0
3270,2023-10-03,iOS,Seoul,Referral,Free,,0,0
3271,2024-02-04,Android,Gyeonggi,Organic,Free,,0,0
3272,2024-03-16,iOS,Seoul,Paid,Free,,0,0
3273,2022-05-10,Web,Gyeonggi,Organic,Plus,2022-06-27,0,0
3274,2024-08-14,Android,Other,Paid,Free,,0,0
3275,2024-03-24,iOS,Seoul,Paid,Plus,2024-09-17,0,0
3276,2022-12-01,iOS,Seoul,Referral,Premium,2023-02-03,0,0
3277,2024-04-01,iOS,Other,Referral,Free,,0,0
3278,2022-07-20,iOS,Other,Paid,Free,,0,0
3279,2024-04-07,Android,Seoul,Paid,Free,,0,0
3280,2024-02-04,iOS,Seoul,Paid,Free,,0,0
3281,2023-06-11,iOS,Seoul,Paid,Premium,2023-07-11,0,0
3282,2022-07-14,iOS,Other,Organic,Free,,0,0
3283,2024-03-09,iOS,Seoul,Organic,Free,,0,0
3284,2024-09-25,iOS,Other,Paid,Plus,2025-01-01,0,1
3285,2022-05-16,iOS,Other,Paid,Free,,0,0
3286,2024-11-01,Android,Gyeonggi,Paid,Free,,0,0
3287,2023-03-15,iOS,Seoul,Organic,Plus,2023-08-06,0,0
3288,2023-12-17,iOS,Seoul,Referral,Free,,0,0
3289,2024-11-11,iOS,Seoul,Paid,Plus,2025-01-01,0,0
3290,2022-08-09,iOS,Other,Organic,Plus,2022-09-29,0,0
3291,2022-11-16,Android,Seoul,Organic,Free,,0,0
3292,2024-08-19,iOS,Other,Organic,Plus,2025-01-01,0,0
3293,2024-01-06,Android,Other,Paid,Plus,2024-06-06,0,0
3294,2024-04-23,Android,Seoul,Organic,Plus,2024-06-17,0,0
3295,2024-12-13,Android,Gyeonggi,Organic,Free,,1,0
3296,2022-12-16,Web,Other,Organic,Free,,0,0
3297,2022-02-23,Android,Seoul,Organic,Free,,0,0
3298,2024-07-05,Android,Other,Paid,Free,,0,0
3299,2023-10-16,iOS,Seoul,Organic,Free,,0,0
3300,2023-04-24,Android,Gyeonggi,Referral,Premium,2023-07-18,0,0
3301,2023-12-03,iOS,Gyeonggi,Referral,Free,,0,0
3302,2023-03-31,iOS,Gyeonggi,Paid,Free,,0,0
3303,2022-11-30,Android,Other,Organic,Plus,2023-03-05,0,0
3304,2024-05-11,iOS,Seoul,Organic,Premium,2024-07-01,0,0
3305,2024-07-23,Android,Gyeonggi,Paid,Plus,2024-10-29,0,0
3306,2024-07-04,iOS,Seoul,Organic,Free,,0,0
3307,2024-06-06,iOS,Gyeonggi,Paid,Plus,2024-08-07,0,0
3308,2024-09-28,Android,Gyeonggi,Organic,Plus,2024-12-03,0,0
3309,2024-10-08,iOS,Other,Organic,Plus,2025-01-01,0,0
3310,2022-06-13,iOS,Seoul,Organic,Free,,0,0
3311,2022-02-26,iOS,Other,Referral,Free,,0,0
3312,2023-03-01,Android,Seoul,Paid,Free,,0,0
3313,2024-02-23,Android,Gyeonggi,Organic,Premium,2024-04-07,0,0
3314,2023-10-22,iOS,Seoul,Organic,Free,,0,0
3315,2024-06-24,iOS,Gyeonggi,Paid,Free,,0,0
3316,2024-02-03,Web,Seoul,Paid,Free,,0,0
3317,2024-07-24,Web,Gyeonggi,Organic,Plus,2024-10-23,0,0
3318,2023-03-30,Android,Seoul,Organic,Plus,2023-08-06,0,0
3319,2024-11-09,Android,Gyeonggi,Organic,Free,,0,0
3320,2024-05-05,Android,Other,Paid,Free,,0,0
3321,2023-03-21,iOS,Other,Paid,Free,,0,0
3322,2024-12-10,iOS,Other,Organic,Plus,2025-01-01,1,0
3323,2023-03-16,Android,Other,Referral,Free,,0,0
3324,2024-06-04,iOS,Gyeonggi,Referral,Free,,0,0
3325,2024-11-19,iOS,Seoul,Paid,Free,,0,0
3326,2024-07-28,iOS,Other,Organic,Plus,2024-09-03,0,0
3327,2022-06-13,iOS,Other,Paid,Free,,0,0
3328,2023-08-09,Android,Gyeonggi,Organic,Free,,0,0
3329,2024-09-16,Android,Gyeonggi,Organic,Free,,0,0
3330,2024-02-22,Android,Seoul,Paid,Plus,2024-06-26,0,0
3331,2022-10-18,iOS,Seoul,Organic,Free,,0,0
3332,2023-12-20,Android,Gyeonggi,Organic,Free,,0,0
3333,2024-03-18,Android,Other,Organic,Plus,2024-05-20,0,0
3334,2022-12-20,Android,Gyeonggi,Organic,Plus,2023-06-04,0,0
3335,2024-02-14,Android,Gyeonggi,Organic,Free,,0,0
3336,2023-08-22,Android,Gyeonggi,Organic,Free,,0,1
3337,2024-03-05,Android,Seoul,Organic,Plus,2024-04-12,0,0
3338,2024-06-16,iOS,Other,Organic,Plus,2024-10-14,0,0
3339,2024-03-13,iOS,Seoul,Paid,Free,,0,0
3340,2023-12-03,Android,Gyeonggi,Organic,Premium,2023-12-24,0,0
3341,2024-08-26,iOS,Gyeonggi,Organic,Free,,0,0
3342,2024-03-15,iOS,Seoul,Organic,Free,,0,0
3343,2022-09-04,Android,Gyeonggi,Organic,Free,,0,0
3344,2024-05-13,iOS,Gyeonggi,Paid,Plus,2024-10-19,0,0
3345,2023-04-09,Android,Seoul,Paid,Free,,0,0
3346,2024-12-22,Android,Gyeonggi,Organic,Free,,1,0
3347,2024-11-28,Android,Other,Paid,Free,,0,0
3348,2022-12-04,Android,Seoul,Organic,Free,,0,0
3349,2022-01-23,Android,Other,Organic,Plus,2022-04-26,0,0
3350,2024-05-18,iOS,Seoul,Paid,Plus,2024-11-02,0,0
3351,2024-10-14,Android,Gyeonggi,Referral,Free,,0,0
3352,2022-09-25,Android,Gyeonggi,Paid,Free,,0,0
3353,2023-03-06,iOS,Seoul,Organic,Free,,0,0
3354,2024-01-09,Android,Gyeonggi,Organic,Free,,0,0
3355,2023-04-28,Android,Other,Organic,Plus,2023-09-13,0,0
3356,2022-12-28,iOS,Seoul,Organic,Free,,0,0
3357,2024-12-17,iOS,Gyeonggi,Organic,Free,,1,0
3358,2023-11-24,Web,Other,Organic,Free,,0,0
3359,2023-07-21,iOS,Other,Organic,Free,,0,0
3360,2024-10-17,iOS,Other,Organic,Free,,0,0
3361,2022-09-18,Android,Seoul,Organic,Plus,2023-02-26,0,0
3362,2022-01-20,Web,Gyeonggi,Organic,Free,,0,0
3363,2024-02-11,iOS,Other,Organic,Plus,2024-04-08,0,0
3364,2024-01-09,Android,Seoul,Referral,Free,,0,0
3365,2022-08-22,iOS,Other,Organic,Plus,2022-09-22,0,0
3366,2024-07-21,iOS,Other,Paid,Free,,0,0
3367,2023-10-05,Web,Other,Paid,Plus,2024-03-08,0,0
3368,2023-03-07,Android,Gyeonggi,Organic,Free,,0,0
3369,2023-07-22,iOS,Seoul,Organic,Plus,2023-10-08,0,0
3370,2023-02-23,iOS,Seoul,Paid,Plus,2023-04-18,0,0
3371,2024-02-04,iOS,Gyeonggi,Organic,Free,,0,0
3372,2024-11-11,Android,Gyeonggi,Organic,Free,,0,0
3373,2023-09-15,iOS,Gyeonggi,Paid,Free,,0,0
3374,2023-08-12,iOS,Gyeonggi,Paid,Free,,0,0
3375,2023-08-18,Android,Seoul,Organic,Plus,2023-11-25,0,0
3376,2024-12-27,Web,Other,Organic,Free,,1,0
3377,2024-09-06,iOS,Other,Organic,Free,,0,0
3378,2023-09-22,Android,Other,Paid,Free,,0,0
3379,2024-11-07,iOS,Seoul,Referral,Free,,0,0
3380,2023-02-13,Android,Seoul,Organic,Plus,2023-05-08,0,0
3381,2022-08-06,iOS,Other,Paid,Plus,2022-12-05,0,0
3382,2023-08-01,Android,Gyeonggi,Referral,Free,,0,0
3383,2023-09-17,Web,Gyeonggi,Organic,Premium,2023-10-22,0,0
3384,2024-10-28,Web,Gyeonggi,Organic,Plus,2025-01-01,0,0
3385,2022-12-22,iOS,Seoul,Organic,Free,,0,0
3386,2024-09-11,Web,Seoul,Organic,Free,,0,0
3387,2024-03-19,Android,Seoul,Paid,Free,,0,0
3388,2023-11-18,Android,Seoul,Organic,Premium,2023-11-30,0,0
3389,2024-08-03,iOS,Other,Organic,Free,,0,0
3390,2024-02-18,iOS,Seoul,Organic,Plus,2024-05-13,0,0
3391,2023-09-28,iOS,Other,Referral,Plus,2024-02-11,0,0
3392,2023-09-13,Android,Seoul,Organic,Plus,2023-11-22,0,0
3393,2023-01-16,iOS,Other,Organic,Free,,0,0
3394,2023-10-12,Android,Gyeonggi,Paid,Free,,0,0
3395,2022-12-22,Android,Other,Referral,Free,,0,0
3396,2023-10-06,iOS,Seoul,Paid,Free,,0,0
3397,2023-06-19,Web,Other,Paid,Free,,0,0
3398,2024-04-28,iOS,Seoul,Organic,Plus,2024-08-07,0,0
3399,2024-08-21,iOS,Seoul,Paid,Free,,0,0
3400,2023-10-26,iOS,Gyeonggi,Paid,Free,,0,0
3401,2023-03-09,Android,Seoul,Organic,Free,,0,0
3402,2024-11-12,Web,Seoul,Paid,Free,,0,0
3403,2024-04-24,Android,Gyeonggi,Organic,Plus,2024-07-19,0,0
3404,2024-09-18,iOS,Other,Organic,Free,,0,0
3405,2022-09-13,Web,Other,Organic,Free,,0,0
3406,2024-04-09,iOS,Gyeonggi,Referral,Premium,2024-06-14,0,0
3407,2023-10-05,iOS,Other,Organic,Free,,0,0
3408,2024-08-14,Android,Other,Referral,Plus,2025-01-01,0,0
3409,2024-02-23,Web,Gyeonggi,Organic,Premium,2024-03-09,0,0
3410,2024-08-27,iOS,Gyeonggi,Organic,Plus,2025-01-01,0,0
3411,2024-04-24,Android,Gyeonggi,Organic,Free,,0,0
3412,2023-12-13,iOS,Other,Organic,Premium,2024-02-17,0,0
3413,2022-05-23,Android,Seoul,Referral,Plus,2022-08-24,0,0
3414,2024-11-07,iOS,Seoul,Organic,Plus,2025-01-01,0,0
3415,2024-08-17,Web,Gyeonggi,Organic,Free,,0,0
3416,2024-11-06,iOS,Gyeonggi,Paid,Free,,0,0
3417,2023-05-02,iOS,Other,Organic,Free,,0,0
3418,2023-12-27,iOS,Seoul,Organic,Plus,2024-04-08,0,0
3419,2023-08-07,Android,Gyeonggi,Organic,Plus,2023-10-09,0,0
3420,2024-11-20,iOS,Seoul,Paid,Free,,0,0
3421,2024-08-22,iOS,Other,Organic,Free,,0,0
3422,2024-03-18,iOS,Seoul,Organic,Plus,2024-08-16,0,0
3423,2023-09-23,iOS,Gyeonggi,Organic,Free,,0,0
3424,2024-08-07,Android,Seoul,Paid,Free,,0,0
3425,2023-02-13,Web,Gyeonggi,Paid,Free,,0,0
3426,2022-06-11,Web,Seoul,Organic,Premium,2022-08-14,0,0
3427,2023-04-21,Android,Other,Organic,Free,,0,0
3428,2022-06-25,Android,Gyeonggi,Organic,Free,,0,0
3429,2024-04-07,Android,Seoul,Paid,Free,,0,0
3430,2023-06-18,Android,Seoul,Referral,Free,,0,0
3431,2022-09-04,iOS,Seoul,Organic,Free,,0,0
3432,2022-04-30,iOS,Gyeonggi,Organic,Free,,0,0
3433,2024-02-01,Android,Seoul,Organic,Free,,0,0
3434,2024-02-16,Web,Other,Organic,Free,,0,0
3435,2024-07-23,iOS,Other,Paid,Plus,2024-09-26,0,0
3436,2024-07-21,Web,Other,Organic,Free,,0,0
3437,2024-03-13,iOS,Seoul,Referral,Plus,2024-06-05,0,0
3438,2024-03-23,Android,Seoul,Organic,Free,,0,0
3439,2024-08-17,iOS,Gyeonggi,Paid,Free,,0,0
3440,2022-05-07,Android,Other,Organic,Premium,2022-05-25,0,0
3441,2023-11-13,Web,Gyeonggi,Organic,Free,,0,0
3442,2023-11-13,Android,Seoul,Organic,Plus,2024-04-22,0,0
3443,2022-06-22,iOS,Seoul,Organic,Plus,2022-11-07,0,0
3444,2024-09-18,Android,Seoul,Paid,Free,,0,0
3445,2023-12-23,Android,Seoul,Referral,Free,,0,0
3446,2022-09-07,Web,Other,Organic,Free,,0,0
3447,2023-07-18,iOS,Gyeonggi,Organic,Free,,0,0
3448,2024-01-28,Android,Seoul,Paid,Plus,2024-06-08,0,0
3449,2024-01-12,Android,Gyeonggi,Organic,Free,,0,0
3450,2023-10-08,Web,Other,Referral,Free,,0,0
3451,2024-08-05,Android,Seoul,Paid,Plus,2024-09-30,0,0
3452,2024-03-09,Web,Other,Organic,Free,,0,0
3453,2024-11-15,Android,Seoul,Organic,Plus,2025-01-01,0,0
3454,2024-12-26,Android,Seoul,Organic,Free,,1,0
3455,2023-12-28,iOS,Seoul,Organic,Plus,2024-02-27,0,0
3456,2024-06-05,Android,Seoul,Organic,Free,,0,0
3457,2023-03-09,iOS,Seoul,Organic,Free,,0,0
3458,2024-06-02,iOS,Gyeonggi,Organic,Free,,0,0
3459,2023-12-18,Android,Other,Organic,Free,,0,0
3460,2022-11-15,iOS,Seoul,Paid,Premium,2023-01-05,0,0
3461,2024-10-12,iOS,Seoul,Organic,Plus,2024-12-31,0,0
3462,2024-06-14,iOS,Seoul,Organic,Free,,0,0
3463,2024-11-26,Android,Other,Referral,Plus,2025-01-01,0,0
3464,2023-11-27,Android,Seoul,Organic,Free,,0,0
3465,2023-01-17,Web,Gyeonggi,Paid,Free,,0,0
3466,2023-09-23,iOS,Seoul,Organic,Free,,0,0
3467,2022-06-13,Android,Other,Organic,Plus,2022-12-04,0,0
3468,2022-06-14,Android,Other,Paid,Free,,0,0
3469,2023-10-19,Web,Other,Paid,Free,,0,0
3470,2022-02-21,iOS,Gyeonggi,Organic,Plus,2022-06-05,0,0
3471,2024-06-01,iOS,Seoul,Organic,Free,,0,0
3472,2024-05-11,Android,Seoul,Paid,Free,,0,0
3473,2024-07-24,Android,Gyeonggi,Organic,Plus,2024-10-21,0,0
3474,2023-05-13,Android,Seoul,Organic,Plus,2023-08-01,0,0
3475,2024-05-22,iOS,Gyeonggi,Referral,Free,,0,0
3476,2024-03-21,Android,Seoul,Paid,Free,,0,0
3477,2023-05-11,Web,Seoul,Referral,Plus,2023-07-12,0,0
3478,2023-06-28,Android,Gyeonggi,Organic,Free,,0,0
3479,2023-08-01,iOS,Other,Organic,Free,,0,0
3480,2024-12-05,iOS,Seoul,Referral,Free,,1,0
3481,2022-12-16,Web,Gyeonggi,Organic,Plus,2023-01-19,0,0
3482,2024-09-20,Web,Other,Organic,Free,,0,1
3483,2024-09-23,iOS,Seoul,Paid,Free,,0,0
3484,2023-07-30,iOS,Seoul,Organic,Free,,0,0
3485,2024-03-31,Android,Seoul,Organic,Free,,0,0
3486,2024-06-28,Web,Seoul,Referral,Plus,2024-08-06,0,0
3487,2023-02-24,Android,Gyeonggi,Paid,Free,,0,0
3488,2022-06-27,iOS,Gyeonggi,Paid,Plus,2022-08-01,0,0
3489,2022-07-23,iOS,Gyeonggi,Organic,Plus,2023-01-08,0,0
3490,2024-04-11,Android,Gyeonggi,Organic,Free,,0,0
3491,2024-10-29,Android,Seoul,Organic,Free,,0,0
3492,2024-08-22,Android,Gyeonggi,Organic,Premium,2024-09-25,0,0
3493,2023-07-12,iOS,Other,Organic,Plus,2024-01-05,0,0
3494,2022-03-03,iOS,Seoul,Referral,Plus,2022-04-20,0,0
3495,2023-12-30,iOS,Seoul,Organic,Plus,2024-05-10,0,0
3496,2024-09-25,Web,Other,Organic,Free,,0,0
3497,2024-02-17,iOS,Gyeonggi,Paid,Plus,2024-04-07,0,0
3498,2022-03-04,Android,Other,Paid,Plus,2022-07-24,0,0
3499,2022-02-07,Web,Seoul,Organic,Premium,2022-04-22,0,0
3500,2024-02-22,Android,Seoul,Organic,Plus,2024-06-07,0,0
3501,2023-09-11,Android,Seoul,Organic,Plus,2023-12-08,0,0
3502,2024-12-13,iOS,Seoul,Organic,Free,,1,0
3503,2023-03-04,iOS,Seoul,Organic,Free,,0,0
3504,2024-08-23,iOS,Other,Paid,Free,,0,0
3505,2023-12-12,Android,Gyeonggi,Organic,Premium,2024-03-02,0,0
3506,2022-12-09,Android,Seoul,Organic,Free,,0,0
3507,2023-05-30,Android,Gyeonggi,Paid,Premium,2023-07-30,0,0
3508,2022-10-07,Web,Seoul,Paid,Premium,2022-12-10,0,0
3509,2024-08-25,iOS,Gyeonggi,Paid,Premium,2024-11-16,0,0
3510,2024-09-18,Android,Gyeonggi,Organic,Free,,0,0
3511,2025-01-01,iOS,Seoul,Organic,Free,,1,0
3512,2023-10-28,Web,Seoul,Paid,Plus,2024-04-23,0,0
3513,2022-01-31,Android,Seoul,Organic,Free,,0,0
3514,2023-08-01,Android,Gyeonggi,Paid,Free,,0,0
3515,2022-08-21,iOS,Other,Organic,Free,,0,0
3516,2024-07-20,iOS,Seoul,Organic,Free,,0,1
3517,2024-03-09,Android,Other,Organic,Plus,2024-05-01,0,0
3518,2023-01-15,Web,Gyeonggi,Organic,Free,,0,0
3519,2024-08-01,iOS,Gyeonggi,Paid,Free,,0,0
3520,2024-09-09,Android,Seoul,Paid,Free,,0,0
3521,2023-05-05,iOS,Other,Organic,Plus,2023-10-23,0,0
3522,2024-02-11,iOS,Other,Organic,Plus,2024-08-03,0,0
3523,2024-01-09,Android,Seoul,Referral,Free,,0,0
3524,2022-02-18,iOS,Other,Paid,Free,,0,0
3525,2023-09-13,Android,Gyeonggi,Paid,Free,,0,0
3526,2023-11-15,Android,Seoul,Organic,Plus,2024-02-02,0,0
3527,2023-04-28,iOS,Other,Paid,Free,,0,0
3528,2024-01-23,iOS,Gyeonggi,Organic,Premium,2024-04-21,0,1
3529,2022-01-20,Android,Gyeonggi,Paid,Premium,2022-02-18,0,0
3530,2024-12-10,Android,Other,Organic,Plus,2025-01-01,1,0
3531,2023-02-18,Android,Other,Organic,Free,,0,0
3532,2023-11-10,Android,Other,Organic,Plus,2024-03-16,0,0
3533,2024-10-09,Android,Gyeonggi,Referral,Free,,0,0
3534,2023-09-08,Android,Gyeonggi,Referral,Free,,0,0
3535,2022-09-18,iOS,Other,Organic,Free,,0,0
3536,2024-05-17,iOS,Gyeonggi,Referral,Free,,0,0
3537,2023-12-21,Web,Gyeonggi,Paid,Premium,2024-01-09,0,0
3538,2024-09-19,Android,Gyeonggi,Paid,Free,,0,0
3539,2024-02-07,Web,Other,Paid,Free,,0,0
3540,2023-12-17,Android,Seoul,Referral,Free,,0,0
3541,2022-10-15,Android,Seoul,Organic,Free,,0,0
3542,2023-09-26,iOS,Other,Paid,Free,,0,0
3543,2024-02-06,iOS,Gyeonggi,Referral,Free,,0,0
3544,2024-03-23,Android,Gyeonggi,Organic,Free,,0,0
3545,2022-11-15,Android,Seoul,Referral,Free,,0,0
3546,2022-09-05,Web,Other,Referral,Plus,2023-02-05,0,0
3547,2024-09-20,iOS,Seoul,Organic,Plus,2025-01-01,0,0
3548,2024-08-27,Android,Gyeonggi,Paid,Free,,0,0
3549,2024-03-27,iOS,Seoul,Organic,Free,,0,0
3550,2024-12-14,iOS,Gyeonggi,Organic,Free,,1,0
3551,2023-02-26,Android,Other,Organic,Free,,0,0
3552,2024-05-11,Web,Seoul,Organic,Free,,0,0
3553,2023-09-25,Web,Gyeonggi,Organic,Plus,2024-02-04,0,0
3554,2023-08-22,Android,Gyeonggi,Paid,Free,,0,0
3555,2024-08-16,Android,Seoul,Organic,Free,,0,0
3556,2023-05-20,Android,Gyeonggi,Organic,Plus,2023-09-19,0,0
3557,2024-12-29,Android,Gyeonggi,Organic,Free,,1,0
3558,2023-05-26,Android,Seoul,Organic,Plus,2023-07-14,0,0
3559,2022-12-11,Android,Gyeonggi,Paid,Free,,0,0
3560,2022-02-19,Android,Seoul,Organic,Plus,2022-04-24,0,0
3561,2024-06-11,Android,Seoul,Paid,Free,,0,0
3562,2023-08-05,iOS,Other,Paid,Free,,0,0
3563,2024-10-17,Web,Other,Organic,Plus,2024-12-29,0,0
3564,2022-05-28,iOS,Gyeonggi,Paid,Premium,2022-08-21,0,0
3565,2023-09-14,Web,Seoul,Organic,Free,,0,0
3566,2024-10-06,iOS,Other,Paid,Free,,0,0
3567,2023-04-26,Web,Other,Organic,Plus,2023-08-29,0,0
3568,2023-07-12,Android,Gyeonggi,Paid,Premium,2023-10-06,0,0
3569,2022-06-25,iOS,Gyeonggi,Paid,Free,,0,0
3570,2024-08-13,Web,Other,Paid,Free,,0,0
3571,2024-10-10,Android,Other,Paid,Free,,0,0
3572,2024-08-03,Android,Gyeonggi,Organic,Plus,2024-09-03,0,0
3573,2024-03-05,Android,Gyeonggi,Paid,Free,,0,0
3574,2023-10-10,iOS,Other,Organic,Free,,0,0
3575,2024-11-20,iOS,Other,Paid,Free,,0,0
3576,2024-12-30,Android,Other,Organic,Plus,2025-01-01,1,0
3577,2024-12-17,Web,Gyeonggi,Organic,Free,,1,0
3578,2024-11-04,iOS,Seoul,Paid,Free,,0,0
3579,2024-10-31,iOS,Seoul,Organic,Free,,0,0
3580,2024-03-01,Android,Other,Paid,Free,,0,0
3581,2024-02-05,Android,Seoul,Organic,Free,,0,0
3582,2024-04-22,iOS,Gyeonggi,Organic,Free,,0,0
3583,2023-09-27,Web,Gyeonggi,Paid,Free,,0,0
3584,2024-10-30,iOS,Other,Organic,Free,,0,0
3585,2024-04-28,iOS,Other,Paid,Free,,0,0
3586,2024-07-29,Android,Seoul,Paid,Plus,2024-11-16,0,0
3587,2023-04-15,Android,Seoul,Referral,Plus,2023-07-12,0,0
3588,2024-10-28,iOS,Other,Paid,Premium,2024-11-22,0,0
3589,2024-11-30,Web,Seoul,Paid,Premium,2024-12-29,0,0
3590,2023-04-30,iOS,Other,Organic,Plus,2023-09-04,0,0
3591,2022-08-03,iOS,Seoul,Organic,Free,,0,0
3592,2023-05-12,Web,Seoul,Referral,Free,,0,0
3593,2024-04-05,iOS,Seoul,Paid,Free,,0,0
3594,2024-02-20,Android,Gyeonggi,Paid,Free,,0,0
3595,2024-08-24,iOS,Other,Paid,Free,,0,0
3596,2024-03-16,iOS,Gyeonggi,Referral,Free,,0,0
3597,2024-01-07,iOS,Other,Paid,Free,,0,0
3598,2024-12-23,Android,Other,Paid,Free,,1,0
3599,2024-02-16,Android,Seoul,Referral,Free,,0,0
3600,2024-08-22,iOS,Gyeonggi,Organic,Free,,0,0
3601,2023-05-16,Android,Gyeonggi,Paid,Free,,0,0
3602,2024-04-06,Android,Gyeonggi,Organic,Plus,2024-07-31,0,0
3603,2024-10-18,Android,Seoul,Organic,Free,,0,0
3604,2024-02-08,Web,Seoul,Organic,Plus,2024-07-21,0,0
3605,2023-01-26,Android,Other,Organic,Free,,0,0
3606,2024-12-10,Android,Other,Organic,Premium,2025-01-01,1,0
